# Gene Family	demo_Abundance-RPKs
UniRef90_B6W1W2|g__Bacteroides.s__Bacteroides_dorei	1125.77
UniRef90_A6KXY0	1045.36
UniRef90_A6KXY0|g__Bacteroides.s__Bacteroides_vulgatus	1045.36
UniRef90_D4V534	1045.36
UniRef90_D4V534|g__Bacteroides.s__Bacteroides_vulgatus	1045.36
UniRef90_I0PXX6	1045.36
UniRef90_I0PXX6|g__Bacteroides.s__Bacteroides_dorei	1045.36
UniRef90_G1ULF8	1021.05
UniRef90_G1ULF8|g__Bacteroides.s__Bacteroides_dorei	1021.05
UniRef90_D1JXM3	1009.31
UniRef90_D1JXM3|g__Bacteroides.s__Bacteroides_dorei	1009.31
UniRef90_D4V9Q7	997.843
UniRef90_D4V9Q7|g__Bacteroides.s__Bacteroides_vulgatus	997.843
UniRef90_I9QQ57	985.524
UniRef90_I9QQ57|g__Bacteroides.s__Bacteroides_dorei	542.038
UniRef90_I9QQ57|g__Bacteroides.s__Bacteroides_vulgatus	443.486
UniRef90_D1JXH6	975.669
UniRef90_D1JXH6|g__Bacteroides.s__Bacteroides_dorei	975.669
UniRef90_D1JXW7	975.669
UniRef90_D1JXW7|g__Bacteroides.s__Bacteroides_dorei	975.669
UniRef90_D1K0H7	975.669
UniRef90_D1K0H7|g__Bacteroides.s__Bacteroides_dorei	975.669
UniRef90_I8VUS4	975.669
UniRef90_I8VUS4|g__Bacteroides.s__Bacteroides_dorei	975.669
UniRef90_R6HFI1	975.669
UniRef90_R6HFI1|g__Bacteroides.s__Bacteroides_dorei	975.669
UniRef90_R6HVJ4	975.669
UniRef90_R6HVJ4|g__Bacteroides.s__Bacteroides_vulgatus	975.669
UniRef90_E5UQ50	919.245
UniRef90_E5UQ50|g__Bacteroides.s__Bacteroides_dorei	528.977
UniRef90_E5UQ50|g__Bacteroides.s__Bacteroides_vulgatus	390.268
UniRef90_B6VUH9	914.69
UniRef90_B6VUH9|g__Bacteroides.s__Bacteroides_dorei	914.69
UniRef90_R6IEY4	914.69
UniRef90_R6IEY4|g__Bacteroides.s__Bacteroides_dorei	914.69
UniRef90_R7P0K6	914.69
UniRef90_R7P0K6|g__Bacteroides.s__Bacteroides_vulgatus	914.69
UniRef90_R9HL23	914.69
UniRef90_R9HL23|g__Bacteroides.s__Bacteroides_vulgatus	914.69
UniRef90_R9HXZ8	883.149
UniRef90_R9HXZ8|g__Bacteroides.s__Bacteroides_vulgatus	883.149
UniRef90_I9QT32	860.885
UniRef90_I9QT32|g__Bacteroides.s__Bacteroides_dorei	860.885
UniRef90_R9HD97	860.885
UniRef90_R9HD97|g__Bacteroides.s__Bacteroides_vulgatus	860.885
UniRef90_A6KXD7	848.408
UniRef90_A6KXD7|g__Bacteroides.s__Bacteroides_dorei	424.204
UniRef90_A6KXD7|g__Bacteroides.s__Bacteroides_vulgatus	424.204
UniRef90_B7AMT3	836.288
UniRef90_B7AMT3|g__Bacteroides.s__Bacteroides_vulgatus	836.288
UniRef90_U5C7R6	836.288
UniRef90_U5C7R6|g__Bacteroides.s__Bacteroides_vulgatus	836.288
UniRef90_Q650C6	831.536
UniRef90_Q650C6|g__Bacteroides.s__Bacteroides_vulgatus	665.229
UniRef90_Q650C6|g__Bacteroides.s__Bacteroides_dorei	166.307
UniRef90_R7NUD1	828.227
UniRef90_R7NUD1|g__Bacteroides.s__Bacteroides_vulgatus	828.227
UniRef90_A6L756	813.058
UniRef90_A6L756|g__Bacteroides.s__Bacteroides_vulgatus	813.058
UniRef90_B6VYA5	813.058
UniRef90_B6VYA5|g__Bacteroides.s__Bacteroides_dorei	813.058
UniRef90_B6VS18	770.265
UniRef90_B6VS18|g__Bacteroides.s__Bacteroides_dorei	770.265
UniRef90_C3Q3W9	770.265
UniRef90_C3Q3W9|g__Bacteroides.s__Bacteroides_dorei	770.265
UniRef90_R6HJR2	770.265
UniRef90_R6HJR2|g__Bacteroides.s__Bacteroides_dorei	770.265
UniRef90_R9H8N9	770.265
UniRef90_R9H8N9|g__Bacteroides.s__Bacteroides_vulgatus	770.265
UniRef90_R9HG33	770.265
UniRef90_R9HG33|g__Bacteroides.s__Bacteroides_vulgatus	770.265
UniRef90_K6B0B3	744.796
UniRef90_K6B0B3|g__Bacteroides.s__Bacteroides_dorei	478.704
UniRef90_K6B0B3|g__Bacteroides.s__Bacteroides_vulgatus	266.092
UniRef90_R5JPA6	741.362
UniRef90_R5JPA6|g__Bacteroides.s__Bacteroides_vulgatus	741.362
UniRef90_U5FT06	736.262
UniRef90_U5FT06|unclassified	736.262
UniRef90_A6KZR7	735.093
UniRef90_A6KZR7|g__Bacteroides.s__Bacteroides_dorei	400.96
UniRef90_A6KZR7|g__Bacteroides.s__Bacteroides_vulgatus	334.133
UniRef90_A6L5E0	731.752
UniRef90_A6L5E0|g__Bacteroides.s__Bacteroides_dorei	731.752
UniRef90_B6W456	731.752
UniRef90_B6W456|g__Bacteroides.s__Bacteroides_dorei	731.752
UniRef90_R7NZY6	731.752
UniRef90_R7NZY6|g__Bacteroides.s__Bacteroides_vulgatus	731.752
UniRef90_R6HID2	726.562
UniRef90_R6HID2|g__Bacteroides.s__Bacteroides_dorei	518.973
UniRef90_R6HID2|g__Bacteroides.s__Bacteroides_vulgatus	207.589
UniRef90_I8ZG91	722.718
UniRef90_I8ZG91|g__Bacteroides.s__Bacteroides_vulgatus	722.718
UniRef90_G1ULG1	719.756
UniRef90_G1ULG1|g__Bacteroides.s__Bacteroides_dorei	719.756
UniRef90_R6HKJ4	713.904
UniRef90_R6HKJ4|g__Bacteroides.s__Bacteroides_dorei	356.952
UniRef90_R6HKJ4|g__Bacteroides.s__Bacteroides_vulgatus	356.952
UniRef90_A6L5B2	711.425
UniRef90_A6L5B2|g__Bacteroides.s__Bacteroides_vulgatus	406.529
UniRef90_A6L5B2|g__Bacteroides.s__Bacteroides_dorei	304.897
UniRef90_I9QMD3	708.147
UniRef90_I9QMD3|g__Bacteroides.s__Bacteroides_dorei	708.147
UniRef90_A6L303	696.907
UniRef90_A6L303|g__Bacteroides.s__Bacteroides_vulgatus	398.232
UniRef90_A6L303|g__Bacteroides.s__Bacteroides_dorei	298.674
UniRef90_R6IEY0	696.907
UniRef90_R6IEY0|g__Bacteroides.s__Bacteroides_dorei	696.907
UniRef90_R9HCS0	696.907
UniRef90_R9HCS0|g__Bacteroides.s__Bacteroides_vulgatus	696.907
UniRef90_Q64WL4	680.699
UniRef90_Q64WL4|g__Bacteroides.s__Bacteroides_dorei	680.699
UniRef90_R6HM78	680.256
UniRef90_R6HM78|g__Bacteroides.s__Bacteroides_vulgatus	522.68
UniRef90_R6HM78|g__Bacteroides.s__Bacteroides_dorei	157.576
UniRef90_A6KYS7	677.949
UniRef90_A6KYS7|g__Bacteroides.s__Bacteroides_vulgatus	421.194
UniRef90_A6KYS7|g__Bacteroides.s__Bacteroides_dorei	256.755
UniRef90_A6L3X7	677.675
UniRef90_A6L3X7|g__Bacteroides.s__Bacteroides_dorei	677.675
UniRef90_Q650D8	677.548
UniRef90_Q650D8|g__Bacteroides.s__Bacteroides_vulgatus	542.038
UniRef90_Q650D8|g__Bacteroides.s__Bacteroides_dorei	135.51
UniRef90_I9PQN8	675.463
UniRef90_I9PQN8|g__Bacteroides.s__Bacteroides_dorei	675.463
UniRef90_R7NWM3	672.017
UniRef90_R7NWM3|g__Bacteroides.s__Bacteroides_vulgatus	522.68
UniRef90_R7NWM3|g__Bacteroides.s__Bacteroides_dorei	149.337
UniRef90_C3PW36	667.492
UniRef90_C3PW36|g__Bacteroides.s__Bacteroides_dorei	667.492
UniRef90_F7UWW6	665.229
UniRef90_F7UWW6|g__Bacteroides.s__Bacteroides_dorei	665.229
UniRef90_R6HLV0	665.229
UniRef90_R6HLV0|g__Bacteroides.s__Bacteroides_vulgatus	399.137
UniRef90_R6HLV0|g__Bacteroides.s__Bacteroides_dorei	266.092
UniRef90_A6L277	655.3
UniRef90_A6L277|g__Bacteroides.s__Bacteroides_vulgatus	655.3
UniRef90_A6KXY7	653.031
UniRef90_A6KXY7|g__Bacteroides.s__Bacteroides_dorei	366.07
UniRef90_A6KXY7|g__Bacteroides.s__Bacteroides_vulgatus	286.962
UniRef90_D1K0Y4	650.446
UniRef90_D1K0Y4|g__Bacteroides.s__Bacteroides_dorei	325.223
UniRef90_D1K0Y4|g__Bacteroides.s__Bacteroides_vulgatus	325.223
UniRef90_D1K4H6	640.131
UniRef90_D1K4H6|g__Bacteroides.s__Bacteroides_dorei	640.131
UniRef90_R6HSV0	637.203
UniRef90_R6HSV0|g__Bacteroides.s__Bacteroides_dorei	637.203
UniRef90_C6Z3C4	636.306
UniRef90_C6Z3C4|g__Bacteroides.s__Bacteroides_vulgatus	636.306
UniRef90_Q650E5	636.306
UniRef90_Q650E5|g__Bacteroides.s__Bacteroides_dorei	636.306
UniRef90_R6HMH8	636.306
UniRef90_R6HMH8|g__Bacteroides.s__Bacteroides_dorei	636.306
UniRef90_R9HQ76	636.306
UniRef90_R9HQ76|g__Bacteroides.s__Bacteroides_vulgatus	636.306
UniRef90_R6HM09	633.915
UniRef90_R6HM09|g__Bacteroides.s__Bacteroides_dorei	505.538
UniRef90_R6HM09|g__Bacteroides.s__Bacteroides_vulgatus	128.378
UniRef90_R6CCT5	630.821
UniRef90_R6CCT5|g__Bacteroides.s__Bacteroides_vulgatus	504.656
UniRef90_R6CCT5|g__Bacteroides.s__Bacteroides_dorei	126.164
UniRef90_I9F7R5	622.768
UniRef90_I9F7R5|g__Bacteroides.s__Bacteroides_dorei	622.768
UniRef90_A6KWV2	609.793
UniRef90_A6KWV2|g__Bacteroides.s__Bacteroides_vulgatus	609.793
UniRef90_C3PVL5	609.793
UniRef90_C3PVL5|g__Bacteroides.s__Bacteroides_dorei	609.793
UniRef90_D6CZE7	607.263
UniRef90_D6CZE7|g__Bacteroides.s__Bacteroides_vulgatus	607.263
UniRef90_R7P0P4	606.185
UniRef90_R7P0P4|g__Bacteroides.s__Bacteroides_dorei	606.185
UniRef90_Q9ZUH4	605.081
UniRef90_Q9ZUH4|unclassified	605.081
UniRef90_I9QBE7	604.754
UniRef90_I9QBE7|g__Bacteroides.s__Bacteroides_dorei	604.754
UniRef90_Q5L8D4	603.507
UniRef90_Q5L8D4|g__Bacteroides.s__Bacteroides_dorei	452.63
UniRef90_Q5L8D4|g__Bacteroides.s__Bacteroides_vulgatus	150.877
UniRef90_Q650G6	597.348
UniRef90_Q650G6|g__Bacteroides.s__Bacteroides_dorei	597.348
UniRef90_R6HLL3	597.348
UniRef90_R6HLL3|g__Bacteroides.s__Bacteroides_dorei	597.348
UniRef90_R7NS71	593.312
UniRef90_R7NS71|g__Bacteroides.s__Bacteroides_dorei	395.542
UniRef90_R7NS71|g__Bacteroides.s__Bacteroides_vulgatus	197.771
UniRef90_A6KXU6	585.402
UniRef90_A6KXU6|g__Bacteroides.s__Bacteroides_vulgatus	585.402
UniRef90_B6W5J0	585.402
UniRef90_B6W5J0|g__Bacteroides.s__Bacteroides_dorei	585.402
UniRef90_R7P2W5	585.402
UniRef90_R7P2W5|g__Bacteroides.s__Bacteroides_dorei	585.402
UniRef90_A6KZJ9	576.75
UniRef90_A6KZJ9|g__Bacteroides.s__Bacteroides_dorei	360.469
UniRef90_A6KZJ9|g__Bacteroides.s__Bacteroides_vulgatus	216.281
UniRef90_A6L1U6	576.75
UniRef90_A6L1U6|g__Bacteroides.s__Bacteroides_dorei	288.375
UniRef90_A6L1U6|g__Bacteroides.s__Bacteroides_vulgatus	288.375
UniRef90_I9R3T6	573.923
UniRef90_I9R3T6|g__Bacteroides.s__Bacteroides_dorei	573.923
UniRef90_A6L706	571.681
UniRef90_A6L706|g__Bacteroides.s__Bacteroides_vulgatus	457.345
UniRef90_A6L706|g__Bacteroides.s__Bacteroides_dorei	114.336
UniRef90_R6HVW3	570.196
UniRef90_R6HVW3|g__Bacteroides.s__Bacteroides_dorei	570.196
UniRef90_R6HHC0	569.14
UniRef90_R6HHC0|g__Bacteroides.s__Bacteroides_vulgatus	569.14
UniRef90_A6L308	562.886
UniRef90_A6L308|g__Bacteroides.s__Bacteroides_vulgatus	562.886
UniRef90_D4VA22	562.886
UniRef90_D4VA22|g__Bacteroides.s__Bacteroides_vulgatus	562.886
UniRef90_I8UQW6	562.886
UniRef90_I8UQW6|g__Bacteroides.s__Bacteroides_dorei	562.886
UniRef90_R5M126	562.886
UniRef90_R5M126|g__Bacteroides.s__Bacteroides_vulgatus	375.257
UniRef90_R5M126|g__Bacteroides.s__Bacteroides_dorei	187.629
UniRef90_R6IKN1	562.886
UniRef90_R6IKN1|g__Bacteroides.s__Bacteroides_vulgatus	562.886
UniRef90_R6ZBZ2	562.886
UniRef90_R6ZBZ2|g__Bacteroides.s__Bacteroides_dorei	562.886
UniRef90_Q5LI35	562.886
UniRef90_Q5LI35|g__Bacteroides.s__Bacteroides_dorei	469.072
UniRef90_Q5LI35|g__Bacteroides.s__Bacteroides_vulgatus	93.8143
UniRef90_R6HWM4	562.886
UniRef90_R6HWM4|g__Bacteroides.s__Bacteroides_vulgatus	562.886
UniRef90_Z9K4C5	559.521
UniRef90_Z9K4C5|unclassified	559.521
UniRef90_Q8GT21	558.55
UniRef90_Q8GT21|unclassified	558.55
UniRef90_A6L0W0	555.761
UniRef90_A6L0W0|g__Bacteroides.s__Bacteroides_dorei	370.507
UniRef90_A6L0W0|g__Bacteroides.s__Bacteroides_vulgatus	185.254
UniRef90_W8YTG4	554.918
UniRef90_W8YTG4|unclassified	554.918
UniRef90_R9HNX0	546.083
UniRef90_R9HNX0|g__Bacteroides.s__Bacteroides_vulgatus	546.083
UniRef90_A6KX80	542.038
UniRef90_A6KX80|g__Bacteroides.s__Bacteroides_vulgatus	542.038
UniRef90_A6L0A1	542.038
UniRef90_A6L0A1|g__Bacteroides.s__Bacteroides_dorei	271.019
UniRef90_A6L0A1|g__Bacteroides.s__Bacteroides_vulgatus	271.019
UniRef90_R6HFJ1	542.038
UniRef90_R6HFJ1|g__Bacteroides.s__Bacteroides_dorei	542.038
UniRef90_A6L031	542.038
UniRef90_A6L031|g__Bacteroides.s__Bacteroides_dorei	325.223
UniRef90_A6L031|g__Bacteroides.s__Bacteroides_vulgatus	216.815
UniRef90_W1IYL7	533.802
UniRef90_W1IYL7|unclassified	533.802
UniRef90_A6L6X2	532.183
UniRef90_A6L6X2|g__Bacteroides.s__Bacteroides_dorei	266.092
UniRef90_A6L6X2|g__Bacteroides.s__Bacteroides_vulgatus	266.092
UniRef90_B5A7F8	528.977
UniRef90_B5A7F8|g__Bacteroides.s__Bacteroides_dorei	528.977
UniRef90_C3PZF9	528.977
UniRef90_C3PZF9|g__Bacteroides.s__Bacteroides_dorei	528.977
UniRef90_R6HUF6	527.389
UniRef90_R6HUF6|g__Bacteroides.s__Bacteroides_dorei	527.389
UniRef90_A6L7J0	526.44
UniRef90_A6L7J0|g__Bacteroides.s__Bacteroides_dorei	280.768
UniRef90_A6L7J0|g__Bacteroides.s__Bacteroides_vulgatus	245.672
UniRef90_Q89YW2	525.81
UniRef90_Q89YW2|g__Bacteroides.s__Bacteroides_dorei	525.81
UniRef90_A6L6E0	522.68
UniRef90_A6L6E0|g__Bacteroides.s__Bacteroides_vulgatus	522.68
UniRef90_C3Q5G7	522.68
UniRef90_C3Q5G7|g__Bacteroides.s__Bacteroides_dorei	522.68
UniRef90_C3Q5W4	522.68
UniRef90_C3Q5W4|g__Bacteroides.s__Bacteroides_dorei	522.68
UniRef90_D1K7N4	522.68
UniRef90_D1K7N4|g__Bacteroides.s__Bacteroides_dorei	522.68
UniRef90_G1UM66	522.68
UniRef90_G1UM66|g__Bacteroides.s__Bacteroides_vulgatus	522.68
UniRef90_R6HXB0	522.68
UniRef90_R6HXB0|g__Bacteroides.s__Bacteroides_dorei	522.68
UniRef90_R6II27	522.68
UniRef90_R6II27|g__Bacteroides.s__Bacteroides_dorei	392.01
UniRef90_R6II27|g__Bacteroides.s__Bacteroides_vulgatus	130.67
UniRef90_I8W9U2	518.054
UniRef90_I8W9U2|g__Bacteroides.s__Bacteroides_dorei	518.054
UniRef90_R6IMC3	518.054
UniRef90_R6IMC3|g__Bacteroides.s__Bacteroides_vulgatus	388.541
UniRef90_R6IMC3|g__Bacteroides.s__Bacteroides_dorei	129.514
UniRef90_R6I1E0	516.531
UniRef90_R6I1E0|g__Bacteroides.s__Bacteroides_dorei	516.531
UniRef90_U3KP22	513.599
UniRef90_U3KP22|unclassified	513.599
UniRef90_R6IM51	511.667
UniRef90_R6IM51|g__Bacteroides.s__Bacteroides_vulgatus	298.793
UniRef90_R6IM51|g__Bacteroides.s__Bacteroides_dorei	212.873
UniRef90_A6L6W4	510.935
UniRef90_A6L6W4|g__Bacteroides.s__Bacteroides_vulgatus	510.935
UniRef90_W7DVV5	508.881
UniRef90_W7DVV5|unclassified	508.881
UniRef90_U3KI10	507.499
UniRef90_U3KI10|unclassified	507.499
UniRef90_R6HZL4	506.165
UniRef90_R6HZL4|g__Bacteroides.s__Bacteroides_vulgatus	294.063
UniRef90_R6HZL4|g__Bacteroides.s__Bacteroides_dorei	212.102
UniRef90_C6IUM0	504.656
UniRef90_C6IUM0|g__Bacteroides.s__Bacteroides_dorei	504.656
UniRef90_D4VC53	504.656
UniRef90_D4VC53|g__Bacteroides.s__Bacteroides_vulgatus	504.656
UniRef90_I9QIW6	504.656
UniRef90_I9QIW6|g__Bacteroides.s__Bacteroides_dorei	504.656
UniRef90_Q5L8C8	504.656
UniRef90_Q5L8C8|g__Bacteroides.s__Bacteroides_dorei	252.328
UniRef90_Q5L8C8|g__Bacteroides.s__Bacteroides_vulgatus	252.328
UniRef90_Q64NV0	504.656
UniRef90_Q64NV0|g__Bacteroides.s__Bacteroides_vulgatus	504.656
UniRef90_R6HHP1	504.656
UniRef90_R6HHP1|g__Bacteroides.s__Bacteroides_dorei	288.375
UniRef90_R6HHP1|g__Bacteroides.s__Bacteroides_vulgatus	216.281
UniRef90_R7P0I9	502.73
UniRef90_R7P0I9|g__Bacteroides.s__Bacteroides_vulgatus	279.295
UniRef90_R7P0I9|g__Bacteroides.s__Bacteroides_dorei	223.436
UniRef90_R6HJN7	501.773
UniRef90_R6HJN7|g__Bacteroides.s__Bacteroides_dorei	334.515
UniRef90_R6HJN7|g__Bacteroides.s__Bacteroides_vulgatus	167.258
UniRef90_D6D3L1	501.509
UniRef90_D6D3L1|g__Bacteroides.s__Bacteroides_vulgatus	299.647
UniRef90_D6D3L1|g__Bacteroides.s__Bacteroides_dorei	201.863
UniRef90_R6HTM7	501.507
UniRef90_R6HTM7|g__Bacteroides.s__Bacteroides_dorei	288.375
UniRef90_R6HTM7|g__Bacteroides.s__Bacteroides_vulgatus	213.132
UniRef90_I8VW20	501.48
UniRef90_I8VW20|g__Bacteroides.s__Bacteroides_dorei	501.48
UniRef90_Z5XKU5	499.359
UniRef90_Z5XKU5|unclassified	499.359
UniRef90_R7NXH3	498.922
UniRef90_R7NXH3|g__Bacteroides.s__Bacteroides_vulgatus	498.922
UniRef90_D4V956	497.269
UniRef90_D4V956|g__Bacteroides.s__Bacteroides_vulgatus	326.432
UniRef90_D4V956|g__Bacteroides.s__Bacteroides_dorei	170.837
UniRef90_Q650D4	496.103
UniRef90_Q650D4|g__Bacteroides.s__Bacteroides_vulgatus	496.103
UniRef90_R6HWC5	494.706
UniRef90_R6HWC5|g__Bacteroides.s__Bacteroides_dorei	329.804
UniRef90_R6HWC5|g__Bacteroides.s__Bacteroides_vulgatus	164.902
UniRef90_R6HRE6	494.427
UniRef90_R6HRE6|g__Bacteroides.s__Bacteroides_dorei	494.427
UniRef90_R7P3R1	494.427
UniRef90_R7P3R1|g__Bacteroides.s__Bacteroides_dorei	395.542
UniRef90_R7P3R1|g__Bacteroides.s__Bacteroides_vulgatus	98.8854
UniRef90_R9HXR4	493.316
UniRef90_R9HXR4|g__Bacteroides.s__Bacteroides_vulgatus	493.316
UniRef90_A6KXL1	487.835
UniRef90_A6KXL1|g__Bacteroides.s__Bacteroides_dorei	487.835
UniRef90_A6KYP1	487.835
UniRef90_A6KYP1|g__Bacteroides.s__Bacteroides_dorei	243.917
UniRef90_A6KYP1|g__Bacteroides.s__Bacteroides_vulgatus	243.917
UniRef90_A6L4K2	487.835
UniRef90_A6L4K2|g__Bacteroides.s__Bacteroides_vulgatus	487.835
UniRef90_A6L4W3	487.835
UniRef90_A6L4W3|g__Bacteroides.s__Bacteroides_vulgatus	487.835
UniRef90_D1K3M7	487.835
UniRef90_D1K3M7|g__Bacteroides.s__Bacteroides_dorei	487.835
UniRef90_Q5LCF6	487.835
UniRef90_Q5LCF6|g__Bacteroides.s__Bacteroides_dorei	487.835
UniRef90_R6HF18	487.835
UniRef90_R6HF18|g__Bacteroides.s__Bacteroides_dorei	487.835
UniRef90_R6HMR6	487.835
UniRef90_R6HMR6|g__Bacteroides.s__Bacteroides_dorei	487.835
UniRef90_R7P4Q7	487.835
UniRef90_R7P4Q7|g__Bacteroides.s__Bacteroides_vulgatus	487.835
UniRef90_A6L1X4	482.963
UniRef90_A6L1X4|g__Bacteroides.s__Bacteroides_vulgatus	358.409
UniRef90_A6L1X4|g__Bacteroides.s__Bacteroides_dorei	124.554
UniRef90_E1WPT3	482.474
UniRef90_E1WPT3|g__Bacteroides.s__Bacteroides_dorei	482.474
UniRef90_I9R3I4	481.812
UniRef90_I9R3I4|g__Bacteroides.s__Bacteroides_dorei	481.812
UniRef90_C3Q522	479.837
UniRef90_C3Q522|g__Bacteroides.s__Bacteroides_dorei	479.837
UniRef90_I8WK68	479.837
UniRef90_I8WK68|g__Bacteroides.s__Bacteroides_dorei	479.837
UniRef90_R6HYY9	479.837
UniRef90_R6HYY9|g__Bacteroides.s__Bacteroides_dorei	479.837
UniRef90_E5UV84	478.965
UniRef90_E5UV84|g__Bacteroides.s__Bacteroides_vulgatus	478.965
UniRef90_F7M8U5	475.164
UniRef90_F7M8U5|g__Bacteroides.s__Bacteroides_dorei	475.164
UniRef90_A6KYL2	472.098
UniRef90_A6KYL2|g__Bacteroides.s__Bacteroides_dorei	472.098
UniRef90_D4V9W1	472.098
UniRef90_D4V9W1|g__Bacteroides.s__Bacteroides_vulgatus	472.098
UniRef90_D4VE06	472.098
UniRef90_D4VE06|g__Bacteroides.s__Bacteroides_vulgatus	472.098
UniRef90_R5J7Y8	472.098
UniRef90_R5J7Y8|g__Bacteroides.s__Bacteroides_dorei	472.098
UniRef90_R6HUH3	472.098
UniRef90_R6HUH3|g__Bacteroides.s__Bacteroides_dorei	236.049
UniRef90_R6HUH3|g__Bacteroides.s__Bacteroides_vulgatus	236.049
UniRef90_R6HH14	470.718
UniRef90_R6HH14|g__Bacteroides.s__Bacteroides_vulgatus	342.34
UniRef90_R6HH14|g__Bacteroides.s__Bacteroides_dorei	128.378
UniRef90_A6L0A6	469.778
UniRef90_A6L0A6|g__Bacteroides.s__Bacteroides_vulgatus	386.149
UniRef90_A6L0A6|g__Bacteroides.s__Bacteroides_dorei	83.6288
UniRef90_A6KYM6	468.321
UniRef90_A6KYM6|g__Bacteroides.s__Bacteroides_vulgatus	292.701
UniRef90_A6KYM6|g__Bacteroides.s__Bacteroides_dorei	175.62
UniRef90_Z5XVM9	468.271
UniRef90_Z5XVM9|unclassified	468.271
UniRef90_A6L521	467.981
UniRef90_A6L521|g__Bacteroides.s__Bacteroides_dorei	297.806
UniRef90_A6L521|g__Bacteroides.s__Bacteroides_vulgatus	170.175
UniRef90_B6VWS6	467.076
UniRef90_B6VWS6|g__Bacteroides.s__Bacteroides_dorei	467.076
UniRef90_A6L3N8	464.604
UniRef90_A6L3N8|g__Bacteroides.s__Bacteroides_vulgatus	371.683
UniRef90_A6L3N8|g__Bacteroides.s__Bacteroides_dorei	92.9209
UniRef90_A6L3V9	464.604
UniRef90_A6L3V9|g__Bacteroides.s__Bacteroides_dorei	232.302
UniRef90_A6L3V9|g__Bacteroides.s__Bacteroides_vulgatus	232.302
UniRef90_R9HM66	463.786
UniRef90_R9HM66|g__Bacteroides.s__Bacteroides_vulgatus	463.786
UniRef90_A6KWX7	462.159
UniRef90_A6KWX7|g__Bacteroides.s__Bacteroides_dorei	308.106
UniRef90_A6KWX7|g__Bacteroides.s__Bacteroides_vulgatus	154.053
UniRef90_A6L1I3	462.159
UniRef90_A6L1I3|g__Bacteroides.s__Bacteroides_dorei	269.593
UniRef90_A6L1I3|g__Bacteroides.s__Bacteroides_vulgatus	192.566
UniRef90_R6IHA4	460.946
