oxygen_availability	High_O2	Mid_O2	Low_O2	Mid_O2	Low_O2	Low_O2	High_O2	Mid_O2	High_O2	Mid_O2	High_O2	High_O2	High_O2	Mid_O2	Mid_O2	High_O2	High_O2	High_O2	High_O2	High_O2	High_O2	High_O2	Mid_O2	High_O2	Mid_O2	Mid_O2	Mid_O2	Mid_O2	High_O2	Low_O2	Mid_O2	Mid_O2	Mid_O2	Mid_O2	High_O2	Low_O2	High_O2	High_O2	High_O2	High_O2	Low_O2	Low_O2	High_O2	High_O2	High_O2	High_O2	High_O2	Low_O2	High_O2	High_O2	Low_O2	High_O2	High_O2	Low_O2	High_O2
Bacteria|Acidobacteria|Acidobacteria_Gp22|Gp22	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp3|Gp3	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	0.000241838	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp4|Gp4	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	0.000249938	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp5|Gp5	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp6|Gp6	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp7|Gp7	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp9|Gp9	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Holophagae	1.18617e-05	2.03575e-05	1.97569e-05	3.14713e-05	2.49042e-05	1.04216e-05	6.82836e-05	2.33733e-05	0.00014508	3.72727e-05	1.43849e-05	2.15807e-05	1.02519e-05	3.6759e-05	8.91287e-06	2.83889e-05	1.73566e-05	4.3299e-05	6.33771e-06	9.94537e-06	1.13905e-05	8.56347e-06	4.01869e-05	2.68189e-05	8.99332e-06	1.51254e-05	3.57382e-05	5.08121e-05	1.03223e-05	3.12628e-05	8.40141e-06	5.60398e-06	3.53625e-06	1.72477e-05	9.60608e-06	2.65426e-05	7.36843e-05	1.60799e-05	3.67952e-05	8.49897e-06	2.21532e-05	7.99339e-06	1.58709e-05	1.21962e-05	5.68964e-05	7.14147e-05	9.86098e-06	1.67571e-05	7.17231e-05	4.28727e-05	7.25759e-06	4.78879e-05	2.87847e-05	7.1323e-06	9.14934e-05
Bacteria|Acidobacteria|Holophagae|Holophagales|Holophagaceae	8.89624e-06	1.52681e-05	1.48176e-05	2.36035e-05	1.86781e-05	7.8162e-06	5.12127e-05	1.753e-05	0.00010881	2.79545e-05	1.07887e-05	1.61855e-05	7.68895e-06	2.75692e-05	6.68465e-06	2.12917e-05	1.30174e-05	3.24743e-05	4.75328e-06	7.45903e-06	8.54286e-06	6.4226e-06	3.01401e-05	2.01141e-05	6.74499e-06	1.1344e-05	2.68037e-05	3.8109e-05	7.74175e-06	2.34471e-05	6.30106e-06	4.20298e-06	2.65218e-06	1.29358e-05	7.20456e-06	1.99069e-05	5.52632e-05	1.20599e-05	2.75964e-05	6.37423e-06	1.66149e-05	5.99504e-06	1.19032e-05	9.14719e-06	4.26723e-05	5.3561e-05	7.39573e-06	1.25679e-05	5.37923e-05	3.21545e-05	5.44319e-06	3.59159e-05	2.15885e-05	5.34922e-06	6.862e-05
Bacteria|Acidobacteria|Holophagae|Holophagales|Holophagaceae|Geothrix	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Holophagae|Holophagales|Holophagaceae|Holophaga	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Actinobacteria|Actinobacteria	0.969375	0.311037	0.000864363	0.0386695	0.00116295	0.00103868	0.655071	0.273355	0.359354	0.243072	0.101676	0.475012	0.856118	0.0497777	0.230289	0.600213	0.80553	0.778354	0.776227	0.0445125	0.637906	0.968964	0.21515	0.798837	0.0340125	0.0270494	0.178531	0.155129	0.414295	0.00170968	0.0331295	0.00105145	0.000354067	0.0476282	0.484076	0.00129174	0.773175	0.863034	0.7436	0.929109	0.0013886	0.000437428	0.681729	0.742447	0.773475	0.740546	0.662386	0.00143208	0.813256	0.941431	0.000317519	0.950339	0.68889	0.00088589	0.107642
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales	1.18617e-05	2.03575e-05	1.97569e-05	3.14713e-05	2.49042e-05	1.04216e-05	6.82836e-05	2.33733e-05	0.00014508	3.72727e-05	1.43849e-05	2.15807e-05	1.02519e-05	3.6759e-05	8.91287e-06	2.83889e-05	1.73566e-05	4.3299e-05	6.33771e-06	9.94537e-06	1.13905e-05	8.56347e-06	4.01869e-05	2.68189e-05	8.99332e-06	1.51254e-05	3.57382e-05	5.08121e-05	1.03223e-05	3.12628e-05	8.40141e-06	5.60398e-06	3.53625e-06	1.72477e-05	9.60608e-06	2.65426e-05	0.000453828	1.60799e-05	3.67952e-05	8.49897e-06	2.21532e-05	7.99339e-06	1.58709e-05	1.21962e-05	5.68964e-05	7.14147e-05	9.86098e-06	1.67571e-05	7.17231e-05	4.28727e-05	7.25759e-06	4.78879e-05	2.87847e-05	7.1323e-06	9.14934e-05
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Acidimicrobiaceae	5.93083e-06	1.01787e-05	9.87843e-06	1.57356e-05	1.24521e-05	5.2108e-06	3.41418e-05	1.16867e-05	7.25401e-05	1.86364e-05	7.19247e-06	1.07903e-05	5.12597e-06	1.83795e-05	4.45643e-06	1.41944e-05	8.6783e-06	2.16495e-05	3.16885e-06	4.97268e-06	5.69524e-06	4.28174e-06	2.00934e-05	1.34094e-05	4.49666e-06	7.5627e-06	1.78691e-05	2.5406e-05	5.16117e-06	1.56314e-05	4.2007e-06	2.80199e-06	1.76812e-06	8.62387e-06	4.80304e-06	1.32713e-05	3.68422e-05	8.03994e-06	1.83976e-05	4.24949e-06	1.10766e-05	3.99669e-06	7.93544e-06	6.09812e-06	2.84482e-05	3.57073e-05	4.93049e-06	8.37857e-06	3.58615e-05	2.14364e-05	3.62879e-06	2.39439e-05	1.43923e-05	3.56615e-06	4.57467e-05
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Acidimicrobiaceae|Ferrithrix	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Iamiaceae|Iamia	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	0.000398565	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobidae_incertae_sedis|Ilumatobacter	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	0.968107	0.309946	0.000716186	0.0344986	0.000902775	0.000377783	0.649273	0.00599655	0.347332	0.241473	0.101295	0.472339	0.855957	0.0389399	0.200031	0.6	0.8054	0.776813	0.77618	0.044438	0.63782	0.9689	0.212459	0.798636	0.0319985	0.00201215	0.17708	0.153713	0.414218	0.00113328	0.000789032	0.000326432	0.000327545	0.0464075	0.483728	0.000962168	0.771282	0.862914	0.740799	0.928713	0.000803053	0.00028976	0.681505	0.742245	0.773048	0.739571	0.662312	0.000658634	0.812058	0.94111	0.000263088	0.94998	0.688675	0.00033076	0.106102
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae	0.000408868	0.120973	2.96353e-05	0.0191074	3.73562e-05	1.56324e-05	0.000327192	0.00507785	0.00383804	0.0295887	8.71088e-05	3.2371e-05	0.000358164	0.0152376	0.138245	0.000212917	0.000177543	0.000207475	0.00171677	5.43095e-05	1.70857e-05	1.28452e-05	0.0344937	0.000165485	0.00390879	0.000230189	0.0164922	0.0522538	0.000148459	4.68942e-05	7.21121e-05	8.40596e-06	5.30437e-06	0.00740742	0.000673228	3.98138e-05	0.00447632	2.41198e-05	5.51929e-05	0.000561062	3.32298e-05	1.19901e-05	0.00381861	0.000366904	0.000321058	0.0018979	7.58424e-05	2.51357e-05	0.000437722	0.000574017	1.08864e-05	0.00170821	0.000185301	5.94358e-05	0.00708692
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinobaculum	2.96541e-06	0.000118469	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
